0,47.110262189,-122.590368071
0,47.110044673,-122.590080407
0,47.109658588,-122.589430016
0,47.108907681,-122.589297863
0,47.108235431,-122.589478316
0,47.108064723,-122.589226541
0,47.108064723,-122.589226541
0,47.108338633,-122.588867989
0,47.108576609,-122.58880805
0,47.108848892,-122.588140983
0,47.109191946,-122.587641539
0,47.109477868,-122.586868247
0,47.109613089,-122.586340428
0,47.109529079,-122.586031683
0,47.109254125,-122.586045903
0,47.109254125,-122.586045903
0,47.109310382,-122.585523356
0,47.109702435,-122.585103752
0,47.109739056,-122.584917504
0,47.109873056,-122.584575464
0,47.10991924,-122.584102921
0,47.109800524,-122.583820663
0,47.109800524,-122.583820663
0,47.110064051,-122.583177759
0,47.110185458,-122.583072203
0,47.110247316,-122.582951118
0,47.110180353,-122.582799673
0,47.110012548,-122.582739403
0,47.109915682,-122.582499561
0,47.109679935,-122.582138829
0,47.109529248,-122.582224114
0,47.109493545,-122.582089139
0,47.109493545,-122.582089139
0,47.109617247,-122.581909349
0,47.110059093,-122.581593064
0,47.110156786,-122.581232873
0,47.110263442,-122.581059713
0,47.110757655,-122.580781212
0,47.110901751,-122.580859098
0,47.111115131,-122.580693436
0,47.111259073,-122.58091254
0,47.111200471,-122.581046488
0,47.111125871,-122.581290927
0,47.111125871,-122.581290927
0,47.11117391,-122.581440191
0,47.111291333,-122.581502973
0,47.111430135,-122.581377525
0,47.111667833,-122.580765144
0,47.112103425,-122.580568915
0,47.112472937,-122.58034736
0,47.112724111,-122.579945588
0,47.11283818,-122.579675889
0,47.112769363,-122.579334985
0,47.112769363,-122.579334985
0,47.112944422,-122.578957517
0,47.113317823,-122.578581583
0,47.113523322,-122.578156714
0,47.113644998,-122.577709787
0,47.113525821,-122.577281029
0,47.113371593,-122.577173968
0,47.113140281,-122.577083202
0,47.11294597,-122.576843368
0,47.112904686,-122.576401664
0,47.112766427,-122.576212213
0,47.112551411,-122.575993221
0,47.112349397,-122.57591841
0,47.112307386,-122.575711038
0,47.112307386,-122.575711038
0,47.112559793,-122.575592249
0,47.112616643,-122.57547056
0,47.112950621,-122.575495001
0,47.113058701,-122.575487225
0,47.113398482,-122.575729939
0,47.114251935,-122.576277076
0,47.115459418,-122.576042558
0,47.116205663,-122.575406161
0,47.116440366,-122.574844726
0,47.11682505,-122.574869583
0,47.117363458,-122.574565159
0,47.117491076,-122.574641373
0,47.117662575,-122.574559348
0,47.11783007,-122.574670731
0,47.117941739,-122.574670749
0,47.117982989,-122.574579123
0,47.117960288,-122.574422156
0,47.117826273,-122.574109939
0,47.117826273,-122.574109939
0,47.11783406,-122.573919677
0,47.11850813,-122.573471509
0,47.118862234,-122.57338495
0,47.118888482,-122.572944281
0,47.118966899,-122.572735803
0,47.119192826,-122.572795177
0,47.119295929,-122.572847773
0,47.119547003,-122.5728933
0,47.119882055,-122.572980351
0,47.119941192,-122.572850019
0,47.119901785,-122.572683466
0,47.119763833,-122.572480694
0,47.11938476,-122.572281406,
0,47.118937977,-122.572257222
0,47.118929357,-122.571857247
0,47.118929357,-122.571857247
0,47.119350444,-122.571392114
0,47.119670096,-122.571291494
0,47.119856582,-122.571059022
0,47.120152135,-122.570792679
0,47.120135296,-122.570416345
0,47.120135296,-122.570416345
0,47.12015062,-122.569976691
0,47.120496912,-122.569794973
0,47.121184907,-122.569756556
0,47.12132759,-122.569793571
0,47.121587988,-122.569397513
0,47.121929262,-122.569125031
0,47.122240612,-122.568986947
0,47.122493276,-122.568273441
0,47.122496759,-122.567402831
0,47.122613732,-122.567427465
0,47.122727531,-122.567298199
0,47.122937892,-122.567130205
0,47.123148616,-122.566777213
0,47.123256762,-122.566510398
0,47.123230987,-122.566421711
0,47.123230987,-122.566421711
0,47.123290747,-122.566142911
0,47.12338988,-122.566085616
0,47.123517842,-122.566126815
0,47.123615491,-122.566324759
0,47.123707821,-122.566474431
0,47.1238311,-122.566507524
0,47.123989764,-122.566682949
0,47.124003006,-122.566889999
0,47.124139673,-122.56710407
0,47.124355619,-122.567232545
0,47.124562482,-122.567237349
0,47.124668013,-122.567094115
0,47.124739144,-122.566539042
0,47.125020304,-122.566190879
0,47.125048506,-122.566028042
0,47.125025129,-122.565752259
0,47.124842339,-122.565589595
0,47.124708121,-122.56567347
0,47.124570343,-122.56586092
0,47.124359227,-122.565798855
0,47.124277069,-122.565505899
0,47.124277069,-122.565505899
0,47.124401227,-122.565484118
0,47.124440893,-122.565373139
0,47.124467352,-122.565192793
0,47.124463831,-122.564512594
0,47.124463831,-122.564512594
0,47.124567935,-122.564349852
0,47.124797359,-122.563945832
0,47.124924857,-122.563758434
0,47.125010906,-122.563551769
0,47.124988045,-122.563525976
0,47.124988045,-122.563525976
0,47.12509821,-122.563167477
0,47.125135517,-122.563089596
0,47.125101032,-122.563049767
0,47.125101032,-122.563049767
0,47.125109636,-122.563035024
0,47.125078057,-122.562995311
0,47.125078057,-122.562995311
0,47.12510386,-122.562951033
0,47.125090948,-122.562932227
0,47.125090948,-122.562932227
0,47.125124004,-122.562864563
0,47.125092356,-122.562799956
0,47.125092356,-122.562799956
0,47.125096744,-122.56263981
0,47.125008003,-122.562347541
0,47.124975185,-122.562324602
0,47.124892318,-122.562036737
0,47.124892318,-122.562036737
